,figi,interval,o,c,h,l,v,time
2519,BBG0056JW5G6,15min,126.71,126.5,126.87,126.22,42319,2021-08-12T19:30:00+00:00
2520,BBG0056JW5G6,15min,126.5,126.7,126.99,126.5,75033,2021-08-12T19:45:00+00:00
2521,BBG0056JW5G6,15min,126.64,125.45,126.69,124.88,14265,2021-08-12T20:00:00+00:00
2522,BBG0056JW5G6,15min,125.45,125.63,126.29,125.45,765,2021-08-12T20:15:00+00:00
2523,BBG0056JW5G6,15min,125.78,126.05,126.2,125.78,525,2021-08-12T20:30:00+00:00
2524,BBG0056JW5G6,15min,126.04,126.1,126.2,126.0,128,2021-08-12T20:45:00+00:00
2525,BBG0056JW5G6,15min,126.06,126.2,126.3,126.05,959,2021-08-12T21:00:00+00:00
2526,BBG0056JW5G6,15min,126.06,126.06,126.1,126.05,828,2021-08-12T21:15:00+00:00
2527,BBG0056JW5G6,15min,126.06,126.06,126.06,126.06,143,2021-08-12T21:30:00+00:00
2528,BBG0056JW5G6,15min,126.06,125.78,126.06,125.78,537,2021-08-12T21:45:00+00:00
2529,BBG0056JW5G6,15min,125.84,125.84,125.84,125.84,1,2021-08-12T22:00:00+00:00
2530,BBG0056JW5G6,15min,125.85,125.58,125.96,125.58,25,2021-08-12T22:15:00+00:00
2531,BBG0056JW5G6,15min,125.75,125.99,125.99,125.58,32,2021-08-12T22:30:00+00:00
2532,BBG0056JW5G6,15min,128.5,126.4,128.5,125.87,81,2021-08-13T07:00:00+00:00
2533,BBG0056JW5G6,15min,126.4,128.12,128.5,126.4,35,2021-08-13T07:15:00+00:00
2534,BBG0056JW5G6,15min,128.12,126.58,128.12,126.56,23,2021-08-13T07:30:00+00:00
2535,BBG0056JW5G6,15min,127.9,125.88,127.9,125.88,30,2021-08-13T07:45:00+00:00
2536,BBG0056JW5G6,15min,125.87,126.52,126.53,125.32,18,2021-08-13T08:00:00+00:00
2537,BBG0056JW5G6,15min,126.0,125.91,127.6,125.83,25,2021-08-13T08:15:00+00:00
2538,BBG0056JW5G6,15min,125.74,126.46,126.56,125.34,38,2021-08-13T08:30:00+00:00
2539,BBG0056JW5G6,15min,125.5,125.33,126.37,125.33,14,2021-08-13T08:45:00+00:00
2540,BBG0056JW5G6,15min,126.19,125.3,126.19,125.3,13,2021-08-13T09:00:00+00:00
2541,BBG0056JW5G6,15min,125.3,125.3,125.3,125.3,6,2021-08-13T09:15:00+00:00
2542,BBG0056JW5G6,15min,125.3,125.3,125.82,125.3,11,2021-08-13T09:30:00+00:00
2543,BBG0056JW5G6,15min,125.44,125.45,125.45,125.44,4,2021-08-13T09:45:00+00:00
2544,BBG0056JW5G6,15min,125.45,126.52,126.52,125.44,7,2021-08-13T10:00:00+00:00
2545,BBG0056JW5G6,15min,126.49,125.45,127.98,125.45,21,2021-08-13T10:15:00+00:00
2546,BBG0056JW5G6,15min,126.41,126.61,126.68,125.59,18,2021-08-13T10:30:00+00:00
2547,BBG0056JW5G6,15min,125.6,126.26,126.68,125.45,24,2021-08-13T10:45:00+00:00
2548,BBG0056JW5G6,15min,126.25,125.51,126.25,125.51,14,2021-08-13T11:00:00+00:00
2549,BBG0056JW5G6,15min,125.51,126.25,126.67,125.51,3,2021-08-13T11:15:00+00:00
2550,BBG0056JW5G6,15min,125.8,125.8,125.87,125.5,632,2021-08-13T11:30:00+00:00
2551,BBG0056JW5G6,15min,125.72,125.8,126.0,125.58,525,2021-08-13T11:45:00+00:00
2552,BBG0056JW5G6,15min,125.8,125.75,125.84,125.7,213,2021-08-13T12:00:00+00:00
2553,BBG0056JW5G6,15min,125.75,125.9,126.0,125.7,607,2021-08-13T12:15:00+00:00
2554,BBG0056JW5G6,15min,125.91,125.52,125.99,125.22,1513,2021-08-13T12:30:00+00:00
2555,BBG0056JW5G6,15min,125.52,125.5,125.68,125.32,1649,2021-08-13T12:45:00+00:00
2556,BBG0056JW5G6,15min,125.5,125.71,125.83,125.43,531,2021-08-13T13:00:00+00:00
2557,BBG0056JW5G6,15min,125.91,126.29,126.29,125.6,2074,2021-08-13T13:15:00+00:00
2558,BBG0056JW5G6,15min,126.35,125.55,126.4,123.85,32116,2021-08-13T13:30:00+00:00
2559,BBG0056JW5G6,15min,125.64,125.95,126.59,125.42,39065,2021-08-13T13:45:00+00:00
2560,BBG0056JW5G6,15min,125.97,127.43,127.5,125.33,36669,2021-08-13T14:00:00+00:00
2561,BBG0056JW5G6,15min,127.43,128.03,128.12,127.43,44538,2021-08-13T14:15:00+00:00
2562,BBG0056JW5G6,15min,128.06,126.6,128.09,126.27,22884,2021-08-13T14:30:00+00:00
2563,BBG0056JW5G6,15min,126.64,126.68,126.84,125.82,22427,2021-08-13T14:45:00+00:00
2564,BBG0056JW5G6,15min,126.72,127.01,127.02,126.62,25084,2021-08-13T15:00:00+00:00
2565,BBG0056JW5G6,15min,127.03,127.79,127.79,126.83,24134,2021-08-13T15:15:00+00:00
2566,BBG0056JW5G6,15min,127.71,126.89,128.03,126.73,13482,2021-08-13T15:30:00+00:00
2567,BBG0056JW5G6,15min,126.9,126.88,127.58,126.83,10230,2021-08-13T15:45:00+00:00
2568,BBG0056JW5G6,15min,126.85,127.03,127.27,126.69,10825,2021-08-13T16:00:00+00:00
2569,BBG0056JW5G6,15min,127.04,127.77,127.78,127.04,9607,2021-08-13T16:15:00+00:00
2570,BBG0056JW5G6,15min,127.77,127.93,128.0,127.65,15143,2021-08-13T16:30:00+00:00
2571,BBG0056JW5G6,15min,127.94,127.95,128.01,127.77,19460,2021-08-13T16:45:00+00:00
2572,BBG0056JW5G6,15min,127.98,127.9,128.06,127.43,13461,2021-08-13T17:00:00+00:00
2573,BBG0056JW5G6,15min,127.88,128.36,128.47,127.87,34149,2021-08-13T17:15:00+00:00
2574,BBG0056JW5G6,15min,128.36,127.85,128.37,127.3,26751,2021-08-13T17:30:00+00:00
2575,BBG0056JW5G6,15min,127.85,128.39,128.51,127.81,12693,2021-08-13T17:45:00+00:00
2576,BBG0056JW5G6,15min,128.44,127.78,128.44,127.55,8820,2021-08-13T18:00:00+00:00
2577,BBG0056JW5G6,15min,127.85,128.62,128.74,127.78,17513,2021-08-13T18:15:00+00:00
2578,BBG0056JW5G6,15min,128.69,128.73,128.84,128.38,16147,2021-08-13T18:30:00+00:00
2579,BBG0056JW5G6,15min,128.73,128.52,128.84,128.06,43157,2021-08-13T18:45:00+00:00
2580,BBG0056JW5G6,15min,128.58,128.65,128.9,128.12,31149,2021-08-13T19:00:00+00:00
2581,BBG0056JW5G6,15min,128.63,128.93,128.96,128.6,28138,2021-08-13T19:15:00+00:00
2582,BBG0056JW5G6,15min,128.9,128.3,129.01,127.96,47177,2021-08-13T19:30:00+00:00
2583,BBG0056JW5G6,15min,128.32,128.84,128.88,128.3,73297,2021-08-13T19:45:00+00:00
2584,BBG0056JW5G6,15min,128.87,128.6,128.87,128.48,1097,2021-08-13T20:00:00+00:00
2585,BBG0056JW5G6,15min,128.56,128.5,128.6,127.0,758,2021-08-13T20:15:00+00:00
2586,BBG0056JW5G6,15min,128.0,128.6,128.6,128.0,134,2021-08-13T20:30:00+00:00
2587,BBG0056JW5G6,15min,128.53,128.51,128.6,128.51,492,2021-08-13T20:45:00+00:00
2588,BBG0056JW5G6,15min,128.51,128.6,128.6,128.51,216,2021-08-13T21:00:00+00:00
2589,BBG0056JW5G6,15min,128.6,128.64,128.64,128.51,486,2021-08-13T21:15:00+00:00
2590,BBG0056JW5G6,15min,128.16,128.1,128.16,128.1,44,2021-08-13T21:45:00+00:00
2591,BBG0056JW5G6,15min,128.12,128.12,128.12,128.12,100,2021-08-13T22:00:00+00:00
2592,BBG0056JW5G6,15min,128.13,128.1,128.13,128.02,110,2021-08-13T22:15:00+00:00
2593,BBG0056JW5G6,15min,128.16,128.05,128.16,128.05,4,2021-08-13T22:30:00+00:00
2594,BBG0056JW5G6,15min,129.0,126.02,129.0,123.51,249,2021-08-16T07:00:00+00:00
2595,BBG0056JW5G6,15min,127.36,126.22,127.41,126.2,46,2021-08-16T07:15:00+00:00
2596,BBG0056JW5G6,15min,126.79,126.53,127.24,126.51,47,2021-08-16T07:30:00+00:00
2597,BBG0056JW5G6,15min,126.55,126.93,127.16,126.26,20,2021-08-16T07:45:00+00:00
2598,BBG0056JW5G6,15min,126.99,126.99,127.01,126.99,13,2021-08-16T08:00:00+00:00
2599,BBG0056JW5G6,15min,126.4,127.26,127.28,126.39,41,2021-08-16T08:15:00+00:00
2600,BBG0056JW5G6,15min,126.64,126.66,127.27,126.62,28,2021-08-16T08:30:00+00:00
2601,BBG0056JW5G6,15min,127.24,127.19,127.27,126.66,17,2021-08-16T08:45:00+00:00
2602,BBG0056JW5G6,15min,127.19,126.7,127.19,126.67,5,2021-08-16T09:00:00+00:00
2603,BBG0056JW5G6,15min,127.14,126.66,127.18,126.66,24,2021-08-16T09:15:00+00:00
2604,BBG0056JW5G6,15min,127.17,126.67,127.18,126.67,7,2021-08-16T09:30:00+00:00
2605,BBG0056JW5G6,15min,126.67,126.6,126.67,126.6,13,2021-08-16T09:45:00+00:00
2606,BBG0056JW5G6,15min,126.6,127.17,127.17,126.6,4,2021-08-16T10:00:00+00:00
2607,BBG0056JW5G6,15min,126.61,126.28,126.9,126.27,45,2021-08-16T10:15:00+00:00
2608,BBG0056JW5G6,15min,126.93,126.46,127.02,126.46,10,2021-08-16T10:30:00+00:00
2609,BBG0056JW5G6,15min,126.92,127.16,127.16,126.27,19,2021-08-16T10:45:00+00:00
2610,BBG0056JW5G6,15min,127.08,127.59,127.59,126.87,70,2021-08-16T11:00:00+00:00
2611,BBG0056JW5G6,15min,127.59,126.62,127.59,126.54,10,2021-08-16T11:15:00+00:00
2612,BBG0056JW5G6,15min,127.23,127.51,127.6,126.93,180,2021-08-16T11:30:00+00:00
2613,BBG0056JW5G6,15min,127.43,127.4,127.51,127.16,228,2021-08-16T11:45:00+00:00
2614,BBG0056JW5G6,15min,127.16,126.0,127.2,125.75,1791,2021-08-16T12:00:00+00:00
2615,BBG0056JW5G6,15min,126.0,125.8,126.07,125.51,548,2021-08-16T12:15:00+00:00
2616,BBG0056JW5G6,15min,125.8,125.72,126.06,125.3,1092,2021-08-16T12:30:00+00:00
2617,BBG0056JW5G6,15min,125.67,125.77,125.8,125.58,966,2021-08-16T12:45:00+00:00
2618,BBG0056JW5G6,15min,125.78,126.0,126.4,125.68,2071,2021-08-16T13:00:00+00:00
2619,BBG0056JW5G6,15min,125.86,127.98,127.98,125.4,3920,2021-08-16T13:15:00+00:00
2620,BBG0056JW5G6,15min,127.62,124.52,128.5,124.44,32790,2021-08-16T13:30:00+00:00
2621,BBG0056JW5G6,15min,124.58,123.02,125.0,122.72,38534,2021-08-16T13:45:00+00:00
2622,BBG0056JW5G6,15min,123.11,121.37,123.36,121.37,29931,2021-08-16T14:00:00+00:00
2623,BBG0056JW5G6,15min,121.49,122.25,122.44,120.45,29606,2021-08-16T14:15:00+00:00
2624,BBG0056JW5G6,15min,122.26,122.67,123.16,121.59,16834,2021-08-16T14:30:00+00:00
2625,BBG0056JW5G6,15min,122.67,121.99,123.1,121.83,16472,2021-08-16T14:45:00+00:00
2626,BBG0056JW5G6,15min,122.02,121.82,122.35,121.54,5984,2021-08-16T15:00:00+00:00
2627,BBG0056JW5G6,15min,121.84,122.23,122.7,121.82,8770,2021-08-16T15:15:00+00:00
2628,BBG0056JW5G6,15min,122.09,123.5,123.57,122.06,8685,2021-08-16T15:30:00+00:00
2629,BBG0056JW5G6,15min,123.48,123.42,123.84,123.37,7516,2021-08-16T15:45:00+00:00
2630,BBG0056JW5G6,15min,123.41,123.67,123.82,123.17,6692,2021-08-16T16:00:00+00:00
2631,BBG0056JW5G6,15min,123.56,123.06,123.56,122.83,3946,2021-08-16T16:15:00+00:00
2632,BBG0056JW5G6,15min,122.88,123.4,123.4,122.81,10309,2021-08-16T16:30:00+00:00
2633,BBG0056JW5G6,15min,123.47,123.9,123.95,123.47,8546,2021-08-16T16:45:00+00:00
2634,BBG0056JW5G6,15min,123.95,123.53,124.02,123.47,3351,2021-08-16T17:00:00+00:00
2635,BBG0056JW5G6,15min,123.64,123.92,124.01,123.54,4069,2021-08-16T17:15:00+00:00
2636,BBG0056JW5G6,15min,123.94,124.31,124.31,123.93,6364,2021-08-16T17:30:00+00:00
2637,BBG0056JW5G6,15min,124.35,124.63,124.65,124.01,10861,2021-08-16T17:45:00+00:00
2638,BBG0056JW5G6,15min,124.56,124.66,124.71,123.89,7183,2021-08-16T18:00:00+00:00
2639,BBG0056JW5G6,15min,124.65,123.84,124.77,123.54,18063,2021-08-16T18:15:00+00:00
2640,BBG0056JW5G6,15min,123.75,124.0,124.32,123.75,6712,2021-08-16T18:30:00+00:00
2641,BBG0056JW5G6,15min,123.95,123.21,124.0,123.21,6030,2021-08-16T18:45:00+00:00
2642,BBG0056JW5G6,15min,123.23,122.88,123.23,122.66,17626,2021-08-16T19:00:00+00:00
2643,BBG0056JW5G6,15min,122.94,123.13,123.25,122.82,15617,2021-08-16T19:15:00+00:00
2644,BBG0056JW5G6,15min,123.14,122.77,123.14,122.24,23509,2021-08-16T19:30:00+00:00
2645,BBG0056JW5G6,15min,122.73,122.18,122.81,122.11,40309,2021-08-16T19:45:00+00:00
2646,BBG0056JW5G6,15min,122.17,122.27,123.0,122.0,4611,2021-08-16T20:00:00+00:00
2647,BBG0056JW5G6,15min,122.36,122.35,122.69,122.25,46,2021-08-16T20:15:00+00:00
2648,BBG0056JW5G6,15min,122.3,122.0,122.7,122.0,820,2021-08-16T20:30:00+00:00
2649,BBG0056JW5G6,15min,122.0,122.0,122.01,121.8,119,2021-08-16T20:45:00+00:00
2650,BBG0056JW5G6,15min,122.0,121.8,122.0,121.8,14,2021-08-16T21:00:00+00:00
2651,BBG0056JW5G6,15min,121.8,122.0,122.0,121.8,11,2021-08-16T21:15:00+00:00
2652,BBG0056JW5G6,15min,121.82,121.81,122.0,121.81,63,2021-08-16T21:30:00+00:00
2653,BBG0056JW5G6,15min,121.81,121.81,122.0,121.81,170,2021-08-16T21:45:00+00:00
2654,BBG0056JW5G6,15min,121.8,122.0,122.0,121.8,20,2021-08-16T22:15:00+00:00
2655,BBG0056JW5G6,15min,122.0,121.8,122.0,121.8,22,2021-08-16T22:30:00+00:00
2656,BBG0056JW5G6,15min,125.6,123.5,125.6,123.5,9,2021-08-17T07:00:00+00:00
2657,BBG0056JW5G6,15min,123.5,120.29,123.5,116.96,464,2021-08-17T07:15:00+00:00
2658,BBG0056JW5G6,15min,120.01,120.36,120.36,119.24,43,2021-08-17T07:30:00+00:00
2659,BBG0056JW5G6,15min,120.36,120.32,120.36,119.53,16,2021-08-17T07:45:00+00:00
2660,BBG0056JW5G6,15min,120.34,118.39,120.34,118.25,47,2021-08-17T08:00:00+00:00
2661,BBG0056JW5G6,15min,118.97,119.4,119.5,118.6,57,2021-08-17T08:15:00+00:00
2662,BBG0056JW5G6,15min,119.34,118.63,119.35,118.63,41,2021-08-17T08:30:00+00:00
2663,BBG0056JW5G6,15min,118.63,118.29,119.33,118.27,23,2021-08-17T08:45:00+00:00
2664,BBG0056JW5G6,15min,118.4,119.29,119.29,118.4,23,2021-08-17T09:00:00+00:00
2665,BBG0056JW5G6,15min,119.29,119.45,119.46,118.41,15,2021-08-17T09:15:00+00:00
2666,BBG0056JW5G6,15min,119.45,118.56,119.45,118.55,31,2021-08-17T09:30:00+00:00
2667,BBG0056JW5G6,15min,119.44,119.32,119.44,118.71,6,2021-08-17T09:45:00+00:00
2668,BBG0056JW5G6,15min,119.49,119.47,119.49,118.73,14,2021-08-17T10:00:00+00:00
2669,BBG0056JW5G6,15min,119.41,118.74,119.41,118.74,16,2021-08-17T10:15:00+00:00
2670,BBG0056JW5G6,15min,118.81,118.81,118.81,118.81,1,2021-08-17T10:30:00+00:00
2671,BBG0056JW5G6,15min,119.42,119.48,119.48,119.42,18,2021-08-17T10:45:00+00:00
2672,BBG0056JW5G6,15min,119.18,119.07,119.48,119.07,8,2021-08-17T11:00:00+00:00
2673,BBG0056JW5G6,15min,119.06,119.48,119.48,119.06,36,2021-08-17T11:15:00+00:00
2674,BBG0056JW5G6,15min,119.49,119.39,119.49,119.35,110,2021-08-17T11:30:00+00:00
2675,BBG0056JW5G6,15min,119.48,119.66,119.88,119.32,551,2021-08-17T11:45:00+00:00
2676,BBG0056JW5G6,15min,119.64,119.71,119.87,119.3,494,2021-08-17T12:00:00+00:00
2677,BBG0056JW5G6,15min,119.35,119.41,119.67,119.13,255,2021-08-17T12:15:00+00:00
2678,BBG0056JW5G6,15min,119.31,118.81,119.31,118.56,684,2021-08-17T12:30:00+00:00
2679,BBG0056JW5G6,15min,118.89,119.19,119.3,118.81,924,2021-08-17T12:45:00+00:00
2680,BBG0056JW5G6,15min,118.94,118.5,118.94,118.4,2883,2021-08-17T13:00:00+00:00
2681,BBG0056JW5G6,15min,118.47,119.95,120.47,118.25,5681,2021-08-17T13:15:00+00:00
2682,BBG0056JW5G6,15min,120.5,122.48,122.78,118.56,33056,2021-08-17T13:30:00+00:00
2683,BBG0056JW5G6,15min,122.75,121.28,123.56,121.26,31298,2021-08-17T13:45:00+00:00
2684,BBG0056JW5G6,15min,121.17,120.73,121.21,119.63,52021,2021-08-17T14:00:00+00:00
2685,BBG0056JW5G6,15min,120.73,122.67,122.8,120.42,30917,2021-08-17T14:15:00+00:00
2686,BBG0056JW5G6,15min,122.6,122.27,122.73,121.75,9015,2021-08-17T14:30:00+00:00
2687,BBG0056JW5G6,15min,122.31,122.19,122.68,122.06,30036,2021-08-17T14:45:00+00:00
2688,BBG0056JW5G6,15min,122.21,120.8,122.21,120.4,13874,2021-08-17T15:00:00+00:00
2689,BBG0056JW5G6,15min,120.87,120.15,120.87,119.88,10267,2021-08-17T15:15:00+00:00
2690,BBG0056JW5G6,15min,120.08,120.74,120.89,119.96,9397,2021-08-17T15:30:00+00:00
2691,BBG0056JW5G6,15min,120.73,119.87,120.92,119.65,6673,2021-08-17T15:45:00+00:00
2692,BBG0056JW5G6,15min,119.83,120.17,120.36,119.68,7141,2021-08-17T16:00:00+00:00
2693,BBG0056JW5G6,15min,120.14,120.49,120.49,119.63,5737,2021-08-17T16:15:00+00:00
2694,BBG0056JW5G6,15min,120.56,120.24,120.8,120.03,8300,2021-08-17T16:30:00+00:00
2695,BBG0056JW5G6,15min,120.19,119.45,120.28,119.42,6249,2021-08-17T16:45:00+00:00
2696,BBG0056JW5G6,15min,119.42,120.1,120.25,119.4,6572,2021-08-17T17:00:00+00:00
2697,BBG0056JW5G6,15min,120.08,120.2,120.2,119.75,8288,2021-08-17T17:15:00+00:00
2698,BBG0056JW5G6,15min,120.21,119.95,120.53,119.75,12270,2021-08-17T17:30:00+00:00
2699,BBG0056JW5G6,15min,119.91,120.22,120.26,119.46,12214,2021-08-17T17:45:00+00:00
2700,BBG0056JW5G6,15min,120.16,120.25,120.44,120.1,11914,2021-08-17T18:00:00+00:00
2701,BBG0056JW5G6,15min,120.31,120.43,120.65,120.21,6150,2021-08-17T18:15:00+00:00
2702,BBG0056JW5G6,15min,120.46,120.44,120.67,120.04,8038,2021-08-17T18:30:00+00:00
2703,BBG0056JW5G6,15min,120.43,120.82,120.9,120.25,6635,2021-08-17T18:45:00+00:00
2704,BBG0056JW5G6,15min,120.87,120.77,120.9,120.63,19079,2021-08-17T19:00:00+00:00
2705,BBG0056JW5G6,15min,120.75,120.58,121.0,120.5,14393,2021-08-17T19:15:00+00:00
2706,BBG0056JW5G6,15min,120.61,120.19,120.65,119.9,16812,2021-08-17T19:30:00+00:00
2707,BBG0056JW5G6,15min,120.18,120.75,120.75,120.08,38304,2021-08-17T19:45:00+00:00
2708,BBG0056JW5G6,15min,120.78,120.01,120.78,120.01,966,2021-08-17T20:00:00+00:00
2709,BBG0056JW5G6,15min,120.0,120.23,120.69,119.99,55,2021-08-17T20:15:00+00:00
2710,BBG0056JW5G6,15min,120.05,119.88,120.23,119.88,26,2021-08-17T20:30:00+00:00
2711,BBG0056JW5G6,15min,120.39,120.38,120.4,119.75,42,2021-08-17T20:45:00+00:00
2712,BBG0056JW5G6,15min,119.85,120.01,120.01,119.75,62,2021-08-17T21:00:00+00:00
2713,BBG0056JW5G6,15min,119.76,119.76,119.76,119.76,41,2021-08-17T21:15:00+00:00
2714,BBG0056JW5G6,15min,120.44,119.76,120.44,119.76,24,2021-08-17T21:30:00+00:00
2715,BBG0056JW5G6,15min,119.76,120.0,120.0,119.76,56,2021-08-17T21:45:00+00:00
2716,BBG0056JW5G6,15min,120.02,120.39,120.39,120.02,26,2021-08-17T22:00:00+00:00
2717,BBG0056JW5G6,15min,120.4,120.4,120.4,120.4,1,2021-08-17T22:15:00+00:00
2718,BBG0056JW5G6,15min,123.5,119.46,123.5,119.46,14,2021-08-18T07:15:00+00:00
2719,BBG0056JW5G6,15min,122.74,122.09,122.74,122.09,5,2021-08-18T07:30:00+00:00
2720,BBG0056JW5G6,15min,121.98,123.5,123.5,119.81,24,2021-08-18T07:45:00+00:00
2721,BBG0056JW5G6,15min,122.72,123.5,123.5,120.55,21,2021-08-18T08:00:00+00:00
2722,BBG0056JW5G6,15min,120.81,122.97,122.97,120.81,15,2021-08-18T08:15:00+00:00
2723,BBG0056JW5G6,15min,121.06,121.46,121.46,120.8,11,2021-08-18T08:30:00+00:00
2724,BBG0056JW5G6,15min,121.38,120.63,121.39,120.61,9,2021-08-18T08:45:00+00:00
2725,BBG0056JW5G6,15min,120.62,122.83,122.83,120.01,30,2021-08-18T09:00:00+00:00
2726,BBG0056JW5G6,15min,120.61,122.73,122.73,120.6,5,2021-08-18T09:15:00+00:00
2727,BBG0056JW5G6,15min,122.41,121.19,122.41,120.14,104,2021-08-18T09:30:00+00:00
2728,BBG0056JW5G6,15min,121.25,120.9,121.25,120.9,18,2021-08-18T09:45:00+00:00
2729,BBG0056JW5G6,15min,120.85,121.99,121.99,120.85,8,2021-08-18T10:00:00+00:00
2730,BBG0056JW5G6,15min,121.64,120.74,121.64,120.74,19,2021-08-18T10:15:00+00:00
2731,BBG0056JW5G6,15min,121.02,120.91,121.02,120.91,3,2021-08-18T10:30:00+00:00
2732,BBG0056JW5G6,15min,120.83,120.83,120.83,120.83,1,2021-08-18T10:45:00+00:00
2733,BBG0056JW5G6,15min,121.84,120.97,121.84,120.72,6,2021-08-18T11:00:00+00:00
2734,BBG0056JW5G6,15min,121.47,121.56,121.56,121.03,8,2021-08-18T11:15:00+00:00
2735,BBG0056JW5G6,15min,121.59,121.7,121.72,121.38,825,2021-08-18T11:30:00+00:00
2736,BBG0056JW5G6,15min,121.69,121.26,121.8,121.26,111,2021-08-18T11:45:00+00:00
2737,BBG0056JW5G6,15min,121.37,121.22,121.69,121.0,311,2021-08-18T12:00:00+00:00
2738,BBG0056JW5G6,15min,121.11,121.24,121.33,121.0,478,2021-08-18T12:15:00+00:00
2739,BBG0056JW5G6,15min,121.32,121.32,121.32,120.9,142,2021-08-18T12:30:00+00:00
2740,BBG0056JW5G6,15min,120.9,120.92,121.32,120.9,168,2021-08-18T12:45:00+00:00
2741,BBG0056JW5G6,15min,121.22,121.04,121.22,121.02,200,2021-08-18T13:00:00+00:00
2742,BBG0056JW5G6,15min,121.0,120.67,121.14,120.67,977,2021-08-18T13:15:00+00:00
2743,BBG0056JW5G6,15min,120.73,118.77,121.58,118.77,11104,2021-08-18T13:30:00+00:00
2744,BBG0056JW5G6,15min,118.7,118.77,119.29,118.13,13570,2021-08-18T13:45:00+00:00
2745,BBG0056JW5G6,15min,118.71,119.23,119.23,116.82,24903,2021-08-18T14:00:00+00:00
2746,BBG0056JW5G6,15min,119.19,119.74,119.75,118.76,10669,2021-08-18T14:15:00+00:00
2747,BBG0056JW5G6,15min,119.81,120.09,120.38,119.36,13600,2021-08-18T14:30:00+00:00
2748,BBG0056JW5G6,15min,120.0,120.65,120.76,119.78,8396,2021-08-18T14:45:00+00:00
2749,BBG0056JW5G6,15min,120.76,120.68,121.73,120.61,15896,2021-08-18T15:00:00+00:00
2750,BBG0056JW5G6,15min,120.67,120.21,120.68,120.11,4189,2021-08-18T15:15:00+00:00
2751,BBG0056JW5G6,15min,120.28,120.31,120.31,119.88,7990,2021-08-18T15:30:00+00:00
2752,BBG0056JW5G6,15min,120.3,120.68,120.92,120.04,6613,2021-08-18T15:45:00+00:00
2753,BBG0056JW5G6,15min,120.59,120.7,120.87,120.51,5716,2021-08-18T16:00:00+00:00
2754,BBG0056JW5G6,15min,120.65,120.53,120.74,120.17,2936,2021-08-18T16:15:00+00:00
2755,BBG0056JW5G6,15min,120.53,120.4,120.7,120.32,3288,2021-08-18T16:30:00+00:00
2756,BBG0056JW5G6,15min,120.42,120.46,120.65,120.31,2665,2021-08-18T16:45:00+00:00
2757,BBG0056JW5G6,15min,120.48,121.19,121.21,120.48,8498,2021-08-18T17:00:00+00:00
2758,BBG0056JW5G6,15min,121.14,121.0,121.46,120.78,2620,2021-08-18T17:15:00+00:00
2759,BBG0056JW5G6,15min,120.92,120.71,121.0,120.37,3240,2021-08-18T17:30:00+00:00
2760,BBG0056JW5G6,15min,120.62,120.26,120.63,120.24,2291,2021-08-18T17:45:00+00:00
2761,BBG0056JW5G6,15min,120.36,119.79,121.08,119.6,9411,2021-08-18T18:00:00+00:00
2762,BBG0056JW5G6,15min,119.7,120.25,120.38,119.32,11292,2021-08-18T18:15:00+00:00
2763,BBG0056JW5G6,15min,120.35,120.17,120.5,119.92,8939,2021-08-18T18:30:00+00:00
2764,BBG0056JW5G6,15min,120.16,120.47,120.74,119.97,12351,2021-08-18T18:45:00+00:00
2765,BBG0056JW5G6,15min,120.35,120.41,120.54,120.2,8522,2021-08-18T19:00:00+00:00
2766,BBG0056JW5G6,15min,120.36,119.55,120.36,119.44,9024,2021-08-18T19:15:00+00:00
2767,BBG0056JW5G6,15min,119.45,118.94,119.46,118.84,13915,2021-08-18T19:30:00+00:00
2768,BBG0056JW5G6,15min,118.94,117.84,119.0,117.8,40601,2021-08-18T19:45:00+00:00
2769,BBG0056JW5G6,15min,117.92,117.57,118.03,117.5,1501,2021-08-18T20:00:00+00:00
2770,BBG0056JW5G6,15min,117.92,117.17,117.92,117.17,342,2021-08-18T20:15:00+00:00
2771,BBG0056JW5G6,15min,117.15,117.5,117.5,117.01,81,2021-08-18T20:30:00+00:00
2772,BBG0056JW5G6,15min,117.49,117.64,117.64,117.4,648,2021-08-18T20:45:00+00:00
2773,BBG0056JW5G6,15min,117.57,117.57,117.57,117.57,1,2021-08-18T21:00:00+00:00
2774,BBG0056JW5G6,15min,117.5,117.57,117.57,117.5,31,2021-08-18T21:30:00+00:00
2775,BBG0056JW5G6,15min,117.5,117.5,117.91,117.5,42,2021-08-18T21:45:00+00:00
2776,BBG0056JW5G6,15min,117.64,117.64,117.64,117.64,6,2021-08-18T22:30:00+00:00
2777,BBG0056JW5G6,15min,117.62,117.62,117.62,117.62,3,2021-08-19T07:00:00+00:00
2778,BBG0056JW5G6,15min,116.5,116.5,116.5,116.5,4,2021-08-19T07:30:00+00:00
2779,BBG0056JW5G6,15min,116.5,114.02,116.5,112.54,143,2021-08-19T07:45:00+00:00
2780,BBG0056JW5G6,15min,114.01,115.89,115.89,114.01,23,2021-08-19T08:00:00+00:00
2781,BBG0056JW5G6,15min,115.02,115.02,115.76,115.0,49,2021-08-19T08:15:00+00:00
2782,BBG0056JW5G6,15min,114.42,114.01,115.45,114.0,71,2021-08-19T08:30:00+00:00
2783,BBG0056JW5G6,15min,114.0,114.56,114.6,113.71,22,2021-08-19T08:45:00+00:00
2784,BBG0056JW5G6,15min,114.54,113.95,114.54,113.95,10,2021-08-19T09:00:00+00:00
